Country Name,Country Code,Series Name,Series Code,1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.0131463414634,75.227756097561,75.319512195122,75.819512195122,75.8707317073171,76.2707317073171,76.4219512195122,76.6731707317073,77.0731707317073,77.4756097560976,77.7268292682927,77.9268292682927,78.3292682926829,78.2292682926829,78.3804878048781,78.6804878048781,78.9317073170732,79.1317073170732,79.5341463414634,79.7365853658537,79.8365853658537,79.9878048780488,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.990243902439,80.990243902439,..
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.773336990610757,0.861969448764933,0.728605546561364,0.760346946721127,0.657391218087626,0.346856648630233,0.293904443716697,0.289474899455448,0.146313281561803,0.0151436508552808,0.0646345779052372,0.135431600393084,0.168225361337335,0.168128319406931,0.0553633035873241,-0.021709727650009,-0.0567782618352031,-0.112797497644931,-0.133718572600486,-0.190142844695674,-0.253383410163402,-0.153198446937304,-1.8537146287573,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871,0.408591509332189,..
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,4.41381978988647,4.33487987518311,4.42079019546509,4.48319005966187,..,4.45345020294189,..,..,..,..,..,..,..,4.27930021286011,4.34302997589111,4.4095401763916,4.88047981262207,4.91368007659912,4.80779981613159,4.93331003189087,4.93496990203857,4.93112993240356,4.81340980529785,..,..,..
Germany,DEU,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,251415586684.063,324090630344.712,361921977147.618,378251149808.481,317271570871.168,351783894270.714,425333912489.479,419342535332.24,408303449059.639,430627545650.588,438518155341.95,458395801948.037,445766822974.48,443964465472.211,553839181469.412,662802750143.404,723990540406.44,854443718420.606,994084599194.983,1124606649424.92,876436602197.195,1003344796638.35,1205649574455.12,1119652942616.52,1152267478998.98,1178310709614.74,1018193450565.72,1022134159129.04,1130598196067.95,..
Germany,DEU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,10.2794813636887,11.3487468284505,11.0247574924687,-0.35249445088202,-5.93197449944863,7.83916872619264,6.57188776449173,5.86458584651896,12.2681892016125,7.68741947118976,5.34906554335419,13.8323692266299,5.70678943781154,4.25069825571731,1.90476217778561,11.4485975643271,6.65618474277274,12.2850122850123,9.31072174936993,1.93173852500688,-14.2674784038547,14.5344180136781,8.28000018347193,2.82600655991789,1.71546584996445,4.72406202222876,5.30354158606737,2.32204302495369,4.64042566751502,..
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.5,11.6,11.4,11,11.1,10.9,10.8,10.8,10.5,10.4,10.3,10.2,10.1,10.2,10.3,9.9,10.1,10,10.1,10.3,10.4,10.5,10.6,10.8,11.1,10.7,11.3,11.1,11.3,..
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.18295,24.74205,25.58012,..,..
Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.12617,19.80811,20.68987,..,..
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,12.3789598641884,11.9963528381739,13.0994100745279,12.6639055384757,13.4286113609338,13.6374230848474,13.7125196048235,13.767542791121,14.6472768450815,15.1778950769808,16.4876015770113,18.6258136594924,18.3163750587475,17.4520402467974,16.9009747730051,17.8165365146677,17.4225993357946,17.1358988126545,13.994891161286,13.3047185085267,15.2587406087745,15.250990451373,14.9635385637821,15.9764857498027,16.0800683207586,16.0024056209854,16.6611459277152,16.9051898591463,13.9025854187237,..
Germany,DEU,Medium and high-tech Industry (including construction) (% manufacturing value added),NV.MNF.TECH.ZS.UN,..,51.7230008549174,51.7230008549174,51.4535217383662,50.3892426102979,51.4196335443013,49.836975706997,50.663317056386,51.5582984950284,56.3386360610239,52.4268936091657,54.5304487408769,55.0283764032023,55.6548391503714,56.7786959466074,56.4510165894149,57.1225401211421,57.7265189005045,58.6215755377399,60.2606894275868,57.9979286618159,59.5659590460536,60.7769796302171,60.938774184565,61.0231926584776,62.2009357839907,61.3960378555416,..,..,..
Germany,DEU,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70447.7,74144.7,82968.9,84434.4,88424.9,91159.6,95033.3,97179.4,100879.4,105373.5,105377.5,109262,105754.9,103121.9,..,..
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,82709161099.1244,81456918678.5008,77464561149.5103,73942235330.437,65648559903.0571,52549555149.1978,48213868178.0873,44558077827.135,50150399791.647,41883241471.7365,31580639045.454,31261527363.144,37972301334.6736,42351593887.2827,50084197498.4529,64819702951.6826,86057915585.3026,107647920792.079,142579603960.396,179816790704.739,117113410001.027,136013155905.036,163159671670.265,175781379051.433,183310146378.081,133503411375.739,91030959454.6961,93355993628.5042,112154185121.406,..
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.87310321070642,-6.3452351284915,-8.41064388765112,-9.6989985817042,-14.2261068824433,-22.9340455340542,-12.2000000221119,-9.99999997448387,-3.00000002707544,-1.89999998428991,-0.1999999974377,5.89999999959699,9.20369481605906,5.24929945234017,9.51595496799196,12.1087551720856,2.99735903183145,7.43990240080066,7.59346964859691,2.30402877854763,-14.7585453597198,3.83438769855928,5.46553190543162,0.23868130555249,-0.0267296493157545,-6.55261889108043,-9.77297394655352,2.44099473810617,2.52451286360788,..
Ukraine,UKR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9,99.9,99.9,99.9,99.9,99.88,99.89,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.9,98.7,99.9,99.9,99.9,99.9,99,99.9,99.9,..,..,..,..
Ukraine,UKR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.3,12.6,12.1,11.4,10.7,10,9.6,9.2,8.7,8.4,7.8,7.8,7.7,8.1,8.5,9,9,9.8,10.2,11,11.1,10.8,11,11.4,11.1,10.8,10.7,10.3,9.4,..
Ukraine,UKR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,-12.4940735781086,0.366702953735526,1.08851398417411,3.73186406934734,5.64270296514253,9.22401325529532,6.21703631660276,8.6297584912263,15.7175561696849,4.04191313787454,10.8013657832048,15.3962101715327,7.57204971903715,-24.8074763027427,7.84896882102548,8.36151614078769,6.0435210399351,0.637555099460684,-3.82253551068973,-10.3482250346456,2.92004294699875,10.9828096519541,..
Ukraine,UKR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.1399998664856,6.8899998664856,6.82999992370605,8.09000015258789,8.23999977111816,8.17000007629395,8.36999988555908,..
Ukraine,UKR,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.59000015258789,6.3600001335144,6.8899998664856,13.5600004196167,12.2299995422363,8.03999996185303,1.08000004291534,..
Ukraine,UKR,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,32.1402959775735,28.7201579608688,23.944696767299,21.9899657245045,26.1908776378707,38.5551534038457,50.1564464413865,48.2047120655609,43.6501889784136,44.1618797133666,48.2479153509223,57.4134180043511,51.4851145393669,48.4941708409061,52.7736592233155,53.516776109706,48.4312538405201,47.312654749072,48.3502701982009,52.5151219841817,45.953220655507,51.0866765615474,56.4254675609293,56.3722841466566,52.1929459363171,52.0988206677736,55.2089367899327,56.2225854554037,55.6089335282207,..
Ukraine,UKR,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,..,..,-10.017780987782,-16.9934547592823,-22.2592380942551,-34.7934136192674,-14.8264506803102,-9.49503530942168,-4.23933672724573,-0.0693626758793471,4.00621782088902,11.3200000229579,14.1999999828138,6.99999999217094,3.28899961503495,11.2499999734355,0.309999992680844,7.20000001410635,10.4999999694055,-5.69999998749606,-19.4706552690686,9.58846508526472,4.3526166856865,-3.0044566335276,-7.60242599032996,-11.6235569530192,-15.0658546825428,1.37185256152188,3.24899584261244,..
Ukraine,UKR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,..,16.62447804,21.90305143,27.0983356,38.42157654,46.6877784,68.30606198,89.63788099,110.00636048,125.22427464,97.95379602,109.49679269,122.56624154,144.98625405,152.48078404,86.15331151,58.22028906,59.88135541,..,..
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.5390243902439,70.0975609756098,69.2980487804878,68.7709756097561,68.1307317073171,67.5412195121951,66.7419512195122,67.0224390243903,67.5763414634146,68.3748780487805,67.9809756097561,67.6756097560976,67.8370731707317,68.2756097560976,68.2107317073171,68.1853658536585,67.9568292682927,68.0775609756098,68.2221951219512,68.2514634146342,69.19,70.2653658536586,70.8092682926829,70.9441463414634,71.159512195122,71.1865853658537,71.189512195122,71.4763414634146,71.7809756097561,..
Ukraine,UKR,Population growth (annual %),SP.POP.GROW,0.487928630812896,0.229585785502113,0.208812129335315,0.287652510279494,0.0554857588713856,-0.496001742175195,-0.79035275800953,-0.887423727287428,-0.911128988865345,-0.893741785387277,-0.942907769353195,-1.00659633215862,-1.00549476377606,-0.993677409208754,-0.811436362424381,-0.758627911477708,-0.73279073215003,-0.676092034711338,-0.596804887457382,-0.541462210878232,-0.443932416886605,-0.397285236005943,-0.359480080664232,-0.247099230432045,-0.227704749863191,-0.479615926390299,-0.260805737589124,-0.331380509661391,-0.386283095113929,..
Ukraine,UKR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,5.45600986480713,4.44884014129639,3.61807990074158,4.16623020172119,4.68049001693726,5.43333005905151,5.60240983963013,5.30832004547119,6.05847978591919,6.20873022079468,6.15119981765747,6.42993021011353,7.31088018417358,..,6.16237020492554,6.69232988357544,6.67165994644165,5.87493991851807,..,5.01436996459961,..,..
Ukraine,UKR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,..,..,..,15705000000,15509000000,18004000000,19589000000,15237000000,11945000000,13907000000,15789000000,16616000000,21555000000,27839000000,34377000000,42220000000,57753000000,80640000000,42477000000,56896000000,80414000000,86273000000,81234000000,57680000000,38875000000,40502000000,49364000000,..
Ukraine,UKR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,-17.1999999870063,-47.3000000079074,-10.8000000093212,10.4000000690694,1.10000001289939,16.8999999143127,-5.39999994349927,1.19999993320177,-2.19999992690369,21.4999999424972,2.90000002835356,7.44052643890929,10.2619735962725,21.4696463679525,-12.7491267576168,-5.80139364354675,2.76459651578971,5.72237182780835,-22.0468015855929,3.13715296463799,2.66899535116339,-5.64550154960263,-8.0611886086421,-14.2419090613649,-13.1652689948879,-1.81749090067036,3.47548954389869,..
Ukraine,UKR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.6,12.1,12.9,13.4,14.2,14.7,15.4,15.2,14.9,14.4,14.9,15.4,15.3,15.7,16,16,16.6,16.2,16.4,16.3,15.3,15.2,14.5,14.5,14.6,14.7,14.9,14.7,14.5,..
Ukraine,UKR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,3.89147584034948,4.37015887453749,5.10090346856446,4.37866846638176,5.22725207322261,4.59693040302749,4.86131014363071,6.91831517950922,6.29699783630123,3.72453092549511,3.39753540853455,3.65382552582231,3.28703372144671,5.55073818397403,4.33627219137202,4.39241763732967,6.30184328844016,5.89495219084217,6.51215662632922,7.26841625752164,5.74646545599545,4.97921089677256,..
Ukraine,UKR,Medium and high-tech Industry (including construction) (% manufacturing value added),NV.MNF.TECH.ZS.UN,..,20.9457791673523,20.9457791673523,20.9457791673523,21.3361606222918,21.8944497365451,21.9434790015134,19.9621271581658,19.9233021196539,21.3917384587854,20.5696947283486,23.3441932281713,33.0085737272421,33.142479785074,32.9782083618365,33.4788768339467,33.1244063494518,33.153242351366,33.1514720189829,32.9233624437654,32.9096489136527,32.7358848841643,32.7857825485533,35.2046923221197,42.0099455825967,31.1044920398013,30.3631125994855,..,..,..
Ukraine,UKR,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5614,5635.6,5920.7,5296.3,5488.6,5906.6,5653.3,6073.7,6399.5,6715.9,7449.9,7417.1,7454.8,7374.7,..,..
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,506500173960.269,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770733.155,591016690742.937,764017107993.346,989930542278.684,1299705764824.48,1660846387626,1222644282200.48,1524917468442.6,2051661732059.47,2210256976944.75,2297128039058.16,2063662665172.51,1363705265460.57,1282663609770.69,1578417211936.87,..
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,-2.99999564223597,-5.04693945132418,-14.5310737737727,-8.66854034149995,-12.5697559795822,-4.14352840567564,-3.60000000044677,1.3999999993606,-5.29999999869101,6.40000000010387,9.99999999924512,5.09198423124656,4.74366989682781,7.2958543309982,7.17594919231892,6.37618702701079,8.15343197292427,8.5350802093854,5.24795353229561,-7.82088502701555,4.50372562582622,5.28488541544156,3.65590157303015,1.78535450092336,0.73860077318939,-2.82824081346031,-0.224910984282289,1.64688367269501,..
Russian Federation,RUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.2,99.2,99.2,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.2,99.3,99.3,99.4,99.3,99.4,99.5,99.6,99.6,99.7,99.7,98.7,99.7,99.7,99.7,..,..,..,..
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.6,13.4,12.1,10.7,9.4,9.5,9.3,8.9,8.6,8.8,8.3,8.7,9.1,9.8,10.2,10.4,10.2,10.4,11.3,12,12.3,12.5,12.6,13.3,13.2,13.3,13.3,12.9,12.9,..
Russian Federation,RUS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,-23.5876330913957,-18.4999267353469,-9.66602055221264,16.1442867787038,4.06524124419845,-6.31155246529201,20.5597633769078,22.0973958811395,2.81645421812493,3.65419691165205,6.83737664873219,15.2762097935704,11.1387097802007,12.7053387159143,16.4019065425509,4.72011230430675,-16.9568426567453,12.0205951241029,10.7812577751996,4.35594383515725,0.188006644325014,0.326754212274309,-6.55227841679294,-4.40384976421041,2.08357547317692,..
Russian Federation,RUS,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,10.1099996566772,..,..,..,12.1899995803833,11.8000001907349,5.05999994277954,..,4.53000020980835,3.74000000953674,3.99000000953674,5.48999977111816,7.16839981079102,6.37779998779297,5.33960008621216,5.35820007324219,5.01319980621338,5.34989976882935,5.43249988555908,5.04059982299805,..
Russian Federation,RUS,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,19.1599998474121,..,..,..,14.6199998855591,13.960000038147,15.9700002670288,..,15.1999998092651,13.1499996185303,14.8800001144409,18,16.6452007293701,16.3558006286621,13.7033996582031,13.7101001739502,13.2552003860474,13.8213996887207,14.0195999145508,13.5057001113892,..
Russian Federation,RUS,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.0122164048866,17.9447376591121,12.9853414372542,48.2546028406102,30.4938487551746,23.1953336062219,25.8938941161638,21.8495126891282,22.527079880846,24.5510478117966,26.1733129859875,24.0334657318409,24.2173650683869,24.432851668898,23.8782872312025,22.1639613425501,21.5101825250986,21.002926423212,21.5420622610389,22.0729057073058,20.4969598237948,21.1399447023205,19.9241768817446,20.2261070957739,20.4003902447295,20.6459223567456,20.6416133727756,20.5661743151545,20.7114227188296,..
Russian Federation,RUS,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,..,..,-7.29114533177187,-21.5960193065996,-13.2478920052308,-19.861016495868,-4.55167414699565,-5.57288320119274,0.879612558797604,-5.0594747427068,9.48296379929378,12.1413378635029,5.77078288942225,3.76192293008791,9.05072810015264,9.70930317985581,4.08752223240123,4.48658253097476,4.80724543290019,1.85114459328368,-10.4103792010963,6.61153675361265,6.39288357597385,3.26954448042802,-0.260651690102307,0.176813554749145,-2.38598634727968,-0.129812108662932,0.765655956617877,..
Russian Federation,RUS,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,..,56.63672833,68.55965884,82.07148537,95.67618213,122.96979962,166.3038792,217.75149074,286.61576954,381.94255485,320.69863787,348.25112984,429.00153736,484.22173251,506.01268629,458.63224079,294.68088195,267.17024815,..,..
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.1717073170732,68.8860975609756,68.4743902439024,66.8731707317073,64.9358536585366,64.4670731707317,64.6907317073171,65.8541463414634,66.6987804878049,67.029756097561,65.9821951219512,65.4836585365854,65.3834146341463,65.1287804878049,65.0478048780488,65.4709756097561,65.529756097561,66.7275609756098,67.5868292682927,67.9492682926829,68.6846341463415,68.8412195121951,69.6839024390244,70.0721951219512,70.5787804878049,70.7436585365854,71.1834146341463,71.6512195121951,72.1190243902439,..
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,0.586603532881112,0.385794345665368,0.223632366302237,0.0437249639508604,-0.113724697579415,-0.123965844425279,0.0267775060816902,-0.145469155029265,-0.165319440855875,-0.165511936742255,-0.309476734460824,-0.420566975310993,-0.424151028076189,-0.460061304902853,-0.453719859743564,-0.402613760305718,-0.381473696224401,-0.327318706386192,-0.171024042221983,-0.0439422615372963,0.0301140670621249,0.0448873898392816,0.0779670984684485,0.168301590750173,0.212923595008292,0.217700100552035,0.192558641823423,0.17024454590112,0.106871954284237,..
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,2.93981003761292,3.10601997375488,3.8390200138092,3.67853999137878,3.54786992073059,3.77192997932434,3.86626005172729,..,4.10174989700317,..,..,..,3.78973007202148,..,..,3.82025003433228,..,..,..
Russian Federation,RUS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,..,..,..,48102720000,60885170000,67652640000,71787980000,57539370000,37262370000,42130790000,51317150000,58418310000,73213780000,94244360000,123839020000,163187280000,223083530000,288672590000,183924120000,245679710000,318554760000,335771210000,341269230000,307875430000,193021130000,191494320000,238125430000,..
Russian Federation,RUS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,-29.9760484677475,-28.67646891098,2.11254541943407,12.5707620036222,11.5375436643967,3.70000000298292,-0.500000000631857,1.90000000005884,11.1999999993565,9.4999999994037,4.21572586955648,10.2833560303936,12.5999999989489,11.8000000021371,6.49999999864572,7.30000000075688,6.2999999991298,0.600000000252038,-4.69999999993703,6.99999999991689,0.300000000273499,1.36019732917202,4.56225942686635,0.51022406211662,3.69537507594622,3.12835487618597,5.01002818733738,..
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.7,11.2,11.4,12.2,14.5,15.7,15,14.2,13.8,13.5,14.6,15.3,15.6,15.4,16.4,16,16.1,15.2,14.6,14.5,14.1,14.2,13.5,13.3,13,13.1,13,12.9,12.9,..
Russian Federation,RUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.07041,..,..,..,..,..,..,..,..
